PetalLength,PetalWidth,Probability
3.6,2.92424,0.992876
3.6,2.94949,0.993477
3.6,2.97475,0.994028
3.6,3,0.994532
3.64444,0.5,0.0266536
3.64444,0.525253,0.0290557
3.64444,0.550505,0.0316672
3.64444,0.575758,0.0345051
3.64444,0.60101,0.0375875
3.64444,0.626263,0.0409335
3.64444,0.651515,0.0445636
3.64444,0.676768,0.0484993
3.64444,0.70202,0.0527634
3.64444,0.727273,0.0573798
3.64444,0.752525,0.0623736
3.64444,0.777778,0.0677707
3.64444,0.80303,0.0735981
3.64444,0.828283,0.0798837
3.64444,0.853535,0.0866559
3.64444,0.878788,0.0939436
3.64444,0.90404,0.101776
3.64444,0.929293,0.110182
3.64444,0.954545,0.11919
3.64444,0.979798,0.128828
3.64444,1.00505,0.139122
3.64444,1.0303,0.150096
3.64444,1.05556,0.161774
3.64444,1.08081,0.174175
3.64444,1.10606,0.187313
3.64444,1.13131,0.201201
3.64444,1.15657,0.215846
3.64444,1.18182,0.231247
3.64444,1.20707,0.247401
3.64444,1.23232,0.264296
3.64444,1.25758,0.281911
3.64444,1.28283,0.300222
3.64444,1.30808,0.319194
3.64444,1.33333,0.338784
3.64444,1.35859,0.358942
3.64444,1.38384,0.379612
3.64444,1.40909,0.400727
3.64444,1.43434,0.422218
3.64444,1.4596,0.444007
3.64444,1.48485,0.466014
3.64444,1.5101,0.488153
3.64444,1.53535,0.51034
3.64444,1.56061,0.532486
3.64444,1.58586,0.554504
3.64444,1.61111,0.576311
3.64444,1.63636,0.597824
3.64444,1.66162,0.618968
3.64444,1.68687,0.639669
3.64444,1.71212,0.659864
3.64444,1.73737,0.679494
3.64444,1.76263,0.698509
3.64444,1.78788,0.716866
3.64444,1.81313,0.73453
3.64444,1.83838,0.751474
3.64444,1.86364,0.767679
3.64444,1.88889,0.783132
3.64444,1.91414,0.797828
3.64444,1.93939,0.811767
3.64444,1.96465,0.824956
3.64444,1.9899,0.837406
3.64444,2.01515,0.849133
3.64444,2.0404,0.860155
3.64444,2.06566,0.870494
3.64444,2.09091,0.880176
3.64444,2.11616,0.889226
3.64444,2.14141,0.897672
3.64444,2.16667,0.905542
3.64444,2.19192,0.912866
3.64444,2.21717,0.919672
3.64444,2.24242,0.92599
3.64444,2.26768,0.931847
3.64444,2.29293,0.937273
3.64444,2.31818,0.942293
3.64444,2.34343,0.946934
3.64444,2.36869,0.951222
3.64444,2.39394,0.955179
3.64444,2.41919,0.958829
3.64444,2.44444,0.962194
3.64444,2.4697,0.965293
3.64444,2.49495,0.968147
3.64444,2.5202,0.970774
3.64444,2.54545,0.97319
3.64444,2.57071,0.975411
3.64444,2.59596,0.977452
3.64444,2.62121,0.979328
3.64444,2.64646,0.98105
3.64444,2.67172,0.982632
3.64444,2.69697,0.984083
3.64444,2.72222,0.985416
3.64444,2.74747,0.986638
3.64444,2.77273,0.987759
3.64444,2.79798,0.988787
3.64444,2.82323,0.989729
3.64444,2.84848,0.990594
3.64444,2.87374,0.991386
3.64444,2.89899,0.992112
3.64444,2.92424,0.992777
3.64444,2.94949,0.993386
3.64444,2.97475,0.993944
3.64444,3,0.994456
3.68889,0.5,0.0262942
3.68889,0.525253,0.0286649
3.68889,0.550505,0.0312424
3.68889,0.575758,0.0340436
3.68889,0.60101,0.0370863
3.68889,0.626263,0.0403895
3.68889,0.651515,0.0439736
3.68889,0.676768,0.0478598
3.68889,0.70202,0.0520708
3.68889,0.727273,0.0566303
3.68889,0.752525,0.061563
3.68889,0.777778,0.066895
3.68889,0.80303,0.072653
3.68889,0.828283,0.0788648
3.68889,0.853535,0.0855586
3.68889,0.878788,0.0927634
3.68889,0.90404,0.100508
3.68889,0.929293,0.108822
3.68889,0.954545,0.117734
3.68889,0.979798,0.127271
3.68889,1.00505,0.13746
3.68889,1.0303,0.148326
3.68889,1.05556,0.159893
3.68889,1.08081,0.172178
3.68889,1.10606,0.1852
3.68889,1.13131,0.19897
3.68889,1.15657,0.213495
3.68889,1.18182,0.228778
3.68889,1.20707,0.244814
3.68889,1.23232,0.261593
3.68889,1.25758,0.279097
3.68889,1.28283,0.297301
3.68889,1.30808,0.316171
3.68889,1.33333,0.335667
3.68889,1.35859,0.35574
3.68889,1.38384,0.376333
3.68889,1.40909,0.397383
3.68889,1.43434,0.41882
3.68889,1.4596,0.440567
3.68889,1.48485,0.462545
3.68889,1.5101,0.48467
3.68889,1.53535,0.506855
3.68889,1.56061,0.529013
3.68889,1.58586,0.551057
3.68889,1.61111,0.572902
3.68889,1.63636,0.594467
3.68889,1.66162,0.615673
3.68889,1.68687,0.636449
3.68889,1.71212,0.656728
3.68889,1.73737,0.67645
3.68889,1.76263,0.695565
3.68889,1.78788,0.714028
3.68889,1.81313,0.731803
3.68889,1.83838,0.748861
3.68889,1.86364,0.765183
3.68889,1.88889,0.780755
3.68889,1.91414,0.795569
3.68889,1.93939,0.809627
3.68889,1.96465,0.822934
3.68889,1.9899,0.835499
3.68889,2.01515,0.847338
3.68889,2.0404,0.858469
3.68889,2.06566,0.868914
3.68889,2.09091,0.878697
3.68889,2.11616,0.887845
3.68889,2.14141,0.896384
3.68889,2.16667,0.904343
3.68889,2.19192,0.91175
3.68889,2.21717,0.918636
3.68889,2.24242,0.925028
3.68889,2.26768,0.930957
3.68889,2.29293,0.936448
3.68889,2.31818,0.94153
3.68889,2.34343,0.946229
3.68889,2.36869,0.950571
3.68889,2.39394,0.954578
3.68889,2.41919,0.958275
3.68889,2.44444,0.961683
3.68889,2.4697,0.964823
3.68889,2.49495,0.967715
3.68889,2.5202,0.970375
3.68889,2.54545,0.972823
3.68889,2.57071,0.975074
3.68889,2.59596,0.977143
3.68889,2.62121,0.979043
3.68889,2.64646,0.980789
3.68889,2.67172,0.982392
3.68889,2.69697,0.983864
3.68889,2.72222,0.985214
3.68889,2.74747,0.986453
3.68889,2.77273,0.987589
3.68889,2.79798,0.988631
3.68889,2.82323,0.989587
3.68889,2.84848,0.990463
3.68889,2.87374,0.991266
3.68889,2.89899,0.992002
3.68889,2.92424,0.992676
3.68889,2.94949,0.993294
3.68889,2.97475,0.99386
3.68889,3,0.994379
3.73333,0.5,0.0259396
3.73333,0.525253,0.0282792
3.73333,0.550505,0.0308231
3.73333,0.575758,0.033588
3.73333,0.60101,0.0365915
3.73333,0.626263,0.0398526
3.73333,0.651515,0.0433911
3.73333,0.676768,0.0472284
3.73333,0.70202,0.0513868
3.73333,0.727273,0.0558899
3.73333,0.752525,0.0607624
3.73333,0.777778,0.0660299
3.73333,0.80303,0.0717191
3.73333,0.828283,0.0778577
3.73333,0.853535,0.0844739
3.73333,0.878788,0.0915965
3.73333,0.90404,0.0992546
3.73333,0.929293,0.107477
3.73333,0.954545,0.116293
3.73333,0.979798,0.12573
3.73333,1.00505,0.135815
3.73333,1.0303,0.146574
3.73333,1.05556,0.158028
3.73333,1.08081,0.1702
3.73333,1.10606,0.183105
3.73333,1.13131,0.196757
3.73333,1.15657,0.211163
3.73333,1.18182,0.226327
3.73333,1.20707,0.242245
3.73333,1.23232,0.258909
3.73333,1.25758,0.2763
3.73333,1.28283,0.294396
3.73333,1.30808,0.313164
3.73333,1.33333,0.332565
3.73333,1.35859,0.352551
3.73333,1.38384,0.373066
3.73333,1.40909,0.394049
3.73333,1.43434,0.41543
3.73333,1.4596,0.437134
3.73333,1.48485,0.459081
3.73333,1.5101,0.481188
3.73333,1.53535,0.503369
3.73333,1.56061,0.525537
3.73333,1.58586,0.547605
3.73333,1.61111,0.569487
3.73333,1.63636,0.591101
3.73333,1.66162,0.612369
3.73333,1.68687,0.633217
3.73333,1.71212,0.653577
3.73333,1.73737,0.673391
3.73333,1.76263,0.692604
3.73333,1.78788,0.711172
3.73333,1.81313,0.729057
3.73333,1.83838,0.74623
3.73333,1.86364,0.762668
3.73333,1.88889,0.778358
3.73333,1.91414,0.793292
3.73333,1.93939,0.807469
3.73333,1.96465,0.820893
3.73333,1.9899,0.833573
3.73333,2.01515,0.845525
3.73333,2.0404,0.856766
3.73333,2.06566,0.867318
3.73333,2.09091,0.877203
3.73333,2.11616,0.886449
3.73333,2.14141,0.895081
3.73333,2.16667,0.903129
3.73333,2.19192,0.910622
3.73333,2.21717,0.917588
3.73333,2.24242,0.924056
3.73333,2.26768,0.930055
3.73333,2.29293,0.935613
3.73333,2.31818,0.940758
3.73333,2.34343,0.945515
3.73333,2.36869,0.949911
3.73333,2.39394,0.95397
3.73333,2.41919,0.957714
3.73333,2.44444,0.961166
3.73333,2.4697,0.964347
3.73333,2.49495,0.967276
3.73333,2.5202,0.969972
3.73333,2.54545,0.972452
3.73333,2.57071,0.974733
3.73333,2.59596,0.976829
3.73333,2.62121,0.978755
3.73333,2.64646,0.980525
3.73333,2.67172,0.982149
3.73333,2.69697,0.983641
3.73333,2.72222,0.985009
3.73333,2.74747,0.986265
3.73333,2.77273,0.987417
3.73333,2.79798,0.988473
3.73333,2.82323,0.989442
3.73333,2.84848,0.99033
3.73333,2.87374,0.991144
3.73333,2.89899,0.99189
3.73333,2.92424,0.992574
3.73333,2.94949,0.9932
3.73333,2.97475,0.993774
3.73333,3,0.9943
3.77778,0.5,0.0255896
3.77778,0.525253,0.0278985
3.77778,0.550505,0.0304093
3.77778,0.575758,0.0331383
3.77778,0.60101,0.0361031
3.77778,0.626263,0.0393224
3.77778,0.651515,0.042816
3.77778,0.676768,0.0466049
3.77778,0.70202,0.0507114
3.77778,0.727273,0.0551587
3.77778,0.752525,0.0599714
3.77778,0.777778,0.0651751
3.77778,0.80303,0.0707963
3.77778,0.828283,0.0768625
3.77778,0.853535,0.0834018
3.77778,0.878788,0.0904429
3.77778,0.90404,0.0980149
3.77778,0.929293,0.106147
3.77778,0.954545,0.114868
3.77778,0.979798,0.124205
3.77778,1.00505,0.134187
3.77778,1.0303,0.144838
3.77778,1.05556,0.156182
3.77778,1.08081,0.16824
3.77778,1.10606,0.181029
3.77778,1.13131,0.194562
3.77778,1.15657,0.20885
3.77778,1.18182,0.223895
3.77778,1.20707,0.239695
3.77778,1.23232,0.256242
3.77778,1.25758,0.273521
3.77778,1.28283,0.291508
3.77778,1.30808,0.310173
3.77778,1.33333,0.329477
3.77778,1.35859,0.349375
3.77778,1.38384,0.369811
3.77778,1.40909,0.390724
3.77778,1.43434,0.412047
3.77778,1.4596,0.433706
3.77778,1.48485,0.45562
3.77778,1.5101,0.477708
3.77778,1.53535,0.499883
3.77778,1.56061,0.522059
3.77778,1.58586,0.544148
3.77778,1.61111,0.566065
3.77778,1.63636,0.587727
3.77778,1.66162,0.609054
3.77778,1.68687,0.629972
3.77778,1.71212,0.650413
3.77778,1.73737,0.670317
3.77778,1.76263,0.689627
3.77778,1.78788,0.708299
3.77778,1.81313,0.726294
3.77778,1.83838,0.74358
3.77778,1.86364,0.760135
3.77778,1.88889,0.775943
3.77778,1.91414,0.790996
3.77778,1.93939,0.805292
3.77778,1.96465,0.818833
3.77778,1.9899,0.83163
3.77778,2.01515,0.843695
3.77778,2.0404,0.855047
3.77778,2.06566,0.865705
3.77778,2.09091,0.875693
3.77778,2.11616,0.885038
3.77778,2.14141,0.893765
3.77778,2.16667,0.901903
3.77778,2.19192,0.90948
3.77778,2.21717,0.916527
3.77778,2.24242,0.923071
3.77778,2.26768,0.929142
3.77778,2.29293,0.934768
3.77778,2.31818,0.939976
3.77778,2.34343,0.944793
3.77778,2.36869,0.949244
3.77778,2.39394,0.953354
3.77778,2.41919,0.957146
3.77778,2.44444,0.960642
3.77778,2.4697,0.963864
3.77778,2.49495,0.966832
3.77778,2.5202,0.969563
3.77778,2.54545,0.972076
3.77778,2.57071,0.974387
3.77778,2.59596,0.976511
3.77778,2.62121,0.978464
3.77778,2.64646,0.980257
3.77778,2.67172,0.981903
3.77778,2.69697,0.983415
3.77778,2.72222,0.984802
3.77778,2.74747,0.986075
3.77778,2.77273,0.987243
3.77778,2.79798,0.988313
3.77778,2.82323,0.989295
3.77778,2.84848,0.990196
3.77778,2.87374,0.991021
3.77778,2.89899,0.991777
3.77778,2.92424,0.99247
3.77778,2.94949,0.993106
3.77778,2.97475,0.993687
3.77778,3,0.994221
3.82222,0.5,0.0252442
3.82222,0.525253,0.0275228
3.82222,0.550505,0.0300008
3.82222,0.575758,0.0326944
3.82222,0.60101,0.035621
3.82222,0.626263,0.038799
3.82222,0.651515,0.0422482
3.82222,0.676768,0.0459893
3.82222,0.70202,0.0500443
3.82222,0.727273,0.0544365
3.82222,0.752525,0.0591902
3.82222,0.777778,0.0643307
3.82222,0.80303,0.0698845
3.82222,0.828283,0.0758789
3.82222,0.853535,0.082342
3.82222,0.878788,0.0893023
3.82222,0.90404,0.096789
3.82222,0.929293,0.104831
3.82222,0.954545,0.113457
3.82222,0.979798,0.122696
3.82222,1.00505,0.132575
3.82222,1.0303,0.143119
3.82222,1.05556,0.154353
3.82222,1.08081,0.166297
3.82222,1.10606,0.17897
3.82222,1.13131,0.192386
3.82222,1.15657,0.206555
3.82222,1.18182,0.221481
3.82222,1.20707,0.237163
3.82222,1.23232,0.253594
3.82222,1.25758,0.270759
3.82222,1.28283,0.288637
3.82222,1.30808,0.307197
3.82222,1.33333,0.326404
3.82222,1.35859,0.346212
3.82222,1.38384,0.366567
3.82222,1.40909,0.38741
3.82222,1.43434,0.408673
3.82222,1.4596,0.430284
3.82222,1.48485,0.452164
3.82222,1.5101,0.47423
3.82222,1.53535,0.496398
3.82222,1.56061,0.518579
3.82222,1.58586,0.540688
3.82222,1.61111,0.562637
3.82222,1.63636,0.584344
3.82222,1.66162,0.605729
3.82222,1.68687,0.626716
3.82222,1.71212,0.647236
3.82222,1.73737,0.667228
3.82222,1.76263,0.686635
3.82222,1.78788,0.70541
3.82222,1.81313,0.723513
3.82222,1.83838,0.740912
3.82222,1.86364,0.757583
3.82222,1.88889,0.77351
3.82222,1.91414,0.788682
3.82222,1.93939,0.803096
3.82222,1.96465,0.816755
3.82222,1.9899,0.829668
3.82222,2.01515,0.841848
3.82222,2.0404,0.85331
3.82222,2.06566,0.864075
3.82222,2.09091,0.874168
3.82222,2.11616,0.883611
3.82222,2.14141,0.892433
3.82222,2.16667,0.900662
3.82222,2.19192,0.908326
3.82222,2.21717,0.915454
3.82222,2.24242,0.922075
3.82222,2.26768,0.928219
3.82222,2.29293,0.933913
3.82222,2.31818,0.939184
3.82222,2.34343,0.944061
3.82222,2.36869,0.948568
3.82222,2.39394,0.95273
3.82222,2.41919,0.95657
3.82222,2.44444,0.960112
3.82222,2.4697,0.963376
3.82222,2.49495,0.966382
3.82222,2.5202,0.969149
3.82222,2.54545,0.971695
3.82222,2.57071,0.974037
3.82222,2.59596,0.97619
3.82222,2.62121,0.978168
3.82222,2.64646,0.979985
3.82222,2.67172,0.981654
3.82222,2.69697,0.983186
3.82222,2.72222,0.984592
3.82222,2.74747,0.985882
3.82222,2.77273,0.987066
3.82222,2.79798,0.988151
3.82222,2.82323,0.989147
3.82222,2.84848,0.990059
3.82222,2.87374,0.990896
3.82222,2.89899,0.991663
3.82222,2.92424,0.992366
3.82222,2.94949,0.993009
3.82222,2.97475,0.993599
3.82222,3,0.99414
3.86667,0.5,0.0249033
3.86667,0.525253,0.0271521
3.86667,0.550505,0.0295977
3.86667,0.575758,0.0322563
3.86667,0.60101,0.0351451
3.86667,0.626263,0.0382823
3.86667,0.651515,0.0416875
3.86667,0.676768,0.0453813
3.86667,0.70202,0.0493856
3.86667,0.727273,0.0537232
3.86667,0.752525,0.0584184
3.86667,0.777778,0.0634965
3.86667,0.80303,0.0689836
3.86667,0.828283,0.0749069
3.86667,0.853535,0.0812945
3.86667,0.878788,0.0881748
3.86667,0.90404,0.0955769
3.86667,0.929293,0.10353
3.86667,0.954545,0.112062
3.86667,0.979798,0.121203
3.86667,1.00505,0.13098
3.86667,1.0303,0.141418
3.86667,1.05556,0.152542
3.86667,1.08081,0.164373
3.86667,1.10606,0.176931
3.86667,1.13131,0.190229
3.86667,1.15657,0.204279
3.86667,1.18182,0.219086
3.86667,1.20707,0.23465
3.86667,1.23232,0.250964
3.86667,1.25758,0.268014
3.86667,1.28283,0.285782
3.86667,1.30808,0.304238
3.86667,1.33333,0.323346
3.86667,1.35859,0.343062
3.86667,1.38384,0.363335
3.86667,1.40909,0.384106
3.86667,1.43434,0.405308
3.86667,1.4596,0.426869
3.86667,1.48485,0.448712
3.86667,1.5101,0.470755
3.86667,1.53535,0.492912
3.86667,1.56061,0.515097
3.86667,1.58586,0.537223
3.86667,1.61111,0.559203
3.86667,1.63636,0.580953
3.86667,1.66162,0.602394
3.86667,1.68687,0.623448
3.86667,1.71212,0.644046
3.86667,1.73737,0.664125
3.86667,1.76263,0.683627
3.86667,1.78788,0.702504
3.86667,1.81313,0.720715
3.86667,1.83838,0.738227
3.86667,1.86364,0.755013
3.86667,1.88889,0.771058
3.86667,1.91414,0.786348
3.86667,1.93939,0.800882
3.86667,1.96465,0.814659
3.86667,1.9899,0.827689
3.86667,2.01515,0.839982
3.86667,2.0404,0.851556
3.86667,2.06566,0.862429
3.86667,2.09091,0.872626
3.86667,2.11616,0.88217
3.86667,2.14141,0.891088
3.86667,2.16667,0.899407
3.86667,2.19192,0.907158
3.86667,2.21717,0.914368
3.86667,2.24242,0.921067
3.86667,2.26768,0.927284
3.86667,2.29293,0.933047
3.86667,2.31818,0.938383
3.86667,2.34343,0.94332
3.86667,2.36869,0.947883
3.86667,2.39394,0.952098
3.86667,2.41919,0.955987
3.86667,2.44444,0.959574
3.86667,2.4697,0.96288
3.86667,2.49495,0.965926
3.86667,2.5202,0.968729
3.86667,2.54545,0.971309
3.86667,2.57071,0.973682
3.86667,2.59596,0.975863
3.86667,2.62121,0.977868
3.86667,2.64646,0.97971
3.86667,2.67172,0.981401
3.86667,2.69697,0.982954
3.86667,2.72222,0.984379
3.86667,2.74747,0.985687
3.86667,2.77273,0.986886
3.86667,2.79798,0.987987
3.86667,2.82323,0.988996
3.86667,2.84848,0.989921
3.86667,2.87374,0.990769
3.86667,2.89899,0.991547
3.86667,2.92424,0.992259
3.86667,2.94949,0.992912
3.86667,2.97475,0.99351
3.86667,3,0.994058
3.91111,0.5,0.024567
3.91111,0.525253,0.0267862
3.91111,0.550505,0.0291998
3.91111,0.575758,0.0318239
3.91111,0.60101,0.0346753
3.91111,0.626263,0.0377723
3.91111,0.651515,0.041134
3.91111,0.676768,0.0447811
3.91111,0.70202,0.048735
3.91111,0.727273,0.0530187
3.91111,0.752525,0.0576561
3.91111,0.777778,0.0626723
3.91111,0.80303,0.0680934
3.91111,0.828283,0.0739464
3.91111,0.853535,0.0802591
3.91111,0.878788,0.0870601
3.91111,0.90404,0.0943783
3.91111,0.929293,0.102243
3.91111,0.954545,0.110682
3.91111,0.979798,0.119726
3.91111,1.00505,0.129401
3.91111,1.0303,0.139733
3.91111,1.05556,0.150748
3.91111,1.08081,0.162467
3.91111,1.10606,0.174909
3.91111,1.13131,0.18809
3.91111,1.15657,0.202022
3.91111,1.18182,0.21671
3.91111,1.20707,0.232155
3.91111,1.23232,0.248351
3.91111,1.25758,0.265288
3.91111,1.28283,0.282944
3.91111,1.30808,0.301294
3.91111,1.33333,0.320302
3.91111,1.35859,0.339927
3.91111,1.38384,0.360116
3.91111,1.40909,0.380813
3.91111,1.43434,0.401952
3.91111,1.4596,0.423461
3.91111,1.48485,0.445265
3.91111,1.5101,0.467282
3.91111,1.53535,0.489427
3.91111,1.56061,0.511614
3.91111,1.58586,0.533754
3.91111,1.61111,0.555763
3.91111,1.63636,0.577555
3.91111,1.66162,0.599049
3.91111,1.68687,0.620169
3.91111,1.71212,0.640843
3.91111,1.73737,0.661007
3.91111,1.76263,0.680603
3.91111,1.78788,0.699582
3.91111,1.81313,0.7179
3.91111,1.83838,0.735523
3.91111,1.86364,0.752425
3.91111,1.88889,0.768587
3.91111,1.91414,0.783996
3.91111,1.93939,0.798649
3.91111,1.96465,0.812545
3.91111,1.9899,0.825691
3.91111,2.01515,0.838099
3.91111,2.0404,0.849785
3.91111,2.06566,0.860767
3.91111,2.09091,0.871068
3.91111,2.11616,0.880712
3.91111,2.14141,0.889727
3.91111,2.16667,0.898139
3.91111,2.19192,0.905977
3.91111,2.21717,0.91327
3.91111,2.24242,0.920048
3.91111,2.26768,0.926338
3.91111,2.29293,0.93217
3.91111,2.31818,0.937572
3.91111,2.34343,0.94257
3.91111,2.36869,0.94719
3.91111,2.39394,0.951458
3.91111,2.41919,0.955397
3.91111,2.44444,0.95903
3.91111,2.4697,0.962379
3.91111,2.49495,0.965464
3.91111,2.5202,0.968304
3.91111,2.54545,0.970918
3.91111,2.57071,0.973322
3.91111,2.59596,0.975533
3.91111,2.62121,0.977564
3.91111,2.64646,0.979431
3.91111,2.67172,0.981145
3.91111,2.69697,0.982718
3.91111,2.72222,0.984163
3.91111,2.74747,0.985489
3.91111,2.77273,0.986705
3.91111,2.79798,0.98782
3.91111,2.82323,0.988843
3.91111,2.84848,0.989781
3.91111,2.87374,0.990641
3.91111,2.89899,0.991429
3.91111,2.92424,0.992151
3.91111,2.94949,0.992813
3.91111,2.97475,0.99342
3.91111,3,0.993975
3.95556,0.5,0.024235
3.95556,0.525253,0.0264251
3.95556,0.550505,0.0288071
3.95556,0.575758,0.031397
3.95556,0.60101,0.0342116
3.95556,0.626263,0.0372687
3.95556,0.651515,0.0405876
3.95556,0.676768,0.0441884
3.95556,0.70202,0.0480926
3.95556,0.727273,0.052323
3.95556,0.752525,0.0569032
3.95556,0.777778,0.0618582
3.95556,0.80303,0.0672139
3.95556,0.828283,0.0729972
3.95556,0.853535,0.0792358
3.95556,0.878788,0.0859582
3.95556,0.90404,0.0931932
3.95556,0.929293,0.10097
3.95556,0.954545,0.109317
3.95556,0.979798,0.118264
3.95556,1.00505,0.127838
3.95556,1.0303,0.138065
3.95556,1.05556,0.148971
3.95556,1.08081,0.160578
3.95556,1.10606,0.172906
3.95556,1.13131,0.18597
3.95556,1.15657,0.199783
3.95556,1.18182,0.214352
3.95556,1.20707,0.229678
3.95556,1.23232,0.245758
3.95556,1.25758,0.262579
3.95556,1.28283,0.280124
3.95556,1.30808,0.298367
3.95556,1.33333,0.317274
3.95556,1.35859,0.336805
3.95556,1.38384,0.356909
3.95556,1.40909,0.37753
3.95556,1.43434,0.398604
3.95556,1.4596,0.420061
3.95556,1.48485,0.441824
3.95556,1.5101,0.463813
3.95556,1.53535,0.485943
3.95556,1.56061,0.508129
3.95556,1.58586,0.530283
3.95556,1.61111,0.552318
3.95556,1.63636,0.574149
3.95556,1.66162,0.595695
3.95556,1.68687,0.616879
3.95556,1.71212,0.637627
3.95556,1.73737,0.657876
3.95556,1.76263,0.677565
3.95556,1.78788,0.696643
3.95556,1.81313,0.715067
3.95556,1.83838,0.732802
3.95556,1.86364,0.749818
3.95556,1.88889,0.766097
3.95556,1.91414,0.781626
3.95556,1.93939,0.796397
3.95556,1.96465,0.810412
3.95556,1.9899,0.823675
3.95556,2.01515,0.836198
3.95556,2.0404,0.847996
3.95556,2.06566,0.859087
3.95556,2.09091,0.869494
3.95556,2.11616,0.87924
3.95556,2.14141,0.888351
3.95556,2.16667,0.896856
3.95556,2.19192,0.904783
3.95556,2.21717,0.912159
3.95556,2.24242,0.919016
3.95556,2.26768,0.925381
3.95556,2.29293,0.931283
3.95556,2.31818,0.936751
3.95556,2.34343,0.94181
3.95556,2.36869,0.946488
3.95556,2.39394,0.95081
3.95556,2.41919,0.954799
3.95556,2.44444,0.958479
3.95556,2.4697,0.961871
3.95556,2.49495,0.964996
3.95556,2.5202,0.967873
3.95556,2.54545,0.970522
3.95556,2.57071,0.972958
3.95556,2.59596,0.975198
3.95556,2.62121,0.977256
3.95556,2.64646,0.979148
3.95556,2.67172,0.980885
3.95556,2.69697,0.98248
3.95556,2.72222,0.983944
3.95556,2.74747,0.985288
3.95556,2.77273,0.986521
3.95556,2.79798,0.987651
3.95556,2.82323,0.988688
3.95556,2.84848,0.989639
3.95556,2.87374,0.990511
3.95556,2.89899,0.99131
3.95556,2.92424,0.992042
3.95556,2.94949,0.992713
3.95556,2.97475,0.993328
3.95556,3,0.993891
4,0.5,0.0239075
4,0.525253,0.0260687
4,0.550505,0.0284196
4,0.575758,0.0309757
4,0.60101,0.0337538
4,0.626263,0.0367716
4,0.651515,0.040048
4,0.676768,0.0436032
4,0.70202,0.0474583
4,0.727273,0.0516359
4,0.752525,0.0561595
4,0.777778,0.0610539
4,0.80303,0.0663449
4,0.828283,0.0720592
4,0.853535,0.0782244
4,0.878788,0.0848689
4,0.90404,0.0920215
4,0.929293,0.0997112
4,0.954545,0.107967
4,0.979798,0.116818
4,1.00505,0.126291
4,1.0303,0.136414
4,1.05556,0.147212
4,1.08081,0.158708
4,1.10606,0.170921
4,1.13131,0.183869
4,1.15657,0.197563
4,1.18182,0.212013
4,1.20707,0.227221
4,1.23232,0.243182
4,1.25758,0.259888
4,1.28283,0.277321
4,1.30808,0.295456
4,1.33333,0.314262
4,1.35859,0.333697
4,1.38384,0.353715
4,1.40909,0.374259
4,1.43434,0.395266
4,1.4596,0.416668
4,1.48485,0.438388
4,1.5101,0.460347
4,1.53535,0.482461
4,1.56061,0.504643
4,1.58586,0.526808
4,1.61111,0.548867
4,1.63636,0.570736
4,1.66162,0.592333
4,1.68687,0.613578
4,1.71212,0.634399
4,1.73737,0.65473
4,1.76263,0.674511
4,1.78788,0.693688
4,1.81313,0.712218
4,1.83838,0.730063
4,1.86364,0.747194
4,1.88889,0.76359
4,1.91414,0.779236
4,1.93939,0.794127
4,1.96465,0.80826
4,1.9899,0.821641
4,2.01515,0.834279
4,2.0404,0.84619
4,2.06566,0.857391
4,2.09091,0.867903
4,2.11616,0.877751
4,2.14141,0.886961
4,2.16667,0.895559
4,2.19192,0.903574
4,2.21717,0.911036
4,2.24242,0.917972
4,2.26768,0.924413
4,2.29293,0.930386
4,2.31818,0.93592
4,2.34343,0.941041
4,2.36869,0.945777
4,2.39394,0.950153
4,2.41919,0.954193
4,2.44444,0.95792
4,2.4697,0.961356
4,2.49495,0.964522
4,2.5202,0.967437
4,2.54545,0.97012
4,2.57071,0.972588
4,2.59596,0.974858
4,2.62121,0.976944
4,2.64646,0.978861
4,2.67172,0.980622
4,2.69697,0.982238
4,2.72222,0.983722
4,2.74747,0.985084
4,2.77273,0.986334
4,2.79798,0.98748
4,2.82323,0.988531
4,2.84848,0.989495
4,2.87374,0.990379
4,2.89899,0.991189
4,2.92424,0.991931
4,2.94949,0.992611
4,2.97475,0.993235
4,3,0.993806
4.04444,0.5,0.0235842
4.04444,0.525253,0.025717
4.04444,0.550505,0.0280371
4.04444,0.575758,0.0305599
4.04444,0.60101,0.033302
4.04444,0.626263,0.0362809
4.04444,0.651515,0.0395154
4.04444,0.676768,0.0430254
4.04444,0.70202,0.0468319
4.04444,0.727273,0.0509573
4.04444,0.752525,0.0554249
4.04444,0.777778,0.0602594
4.04444,0.80303,0.0654864
4.04444,0.828283,0.0711324
4.04444,0.853535,0.0772249
4.04444,0.878788,0.0837922
4.04444,0.90404,0.090863
4.04444,0.929293,0.0984664
4.04444,0.954545,0.106631
4.04444,0.979798,0.115387
4.04444,1.00505,0.124761
4.04444,1.0303,0.13478
4.04444,1.05556,0.14547
4.04444,1.08081,0.156855
4.04444,1.10606,0.168954
4.04444,1.13131,0.181785
4.04444,1.15657,0.195362
4.04444,1.18182,0.209693
4.04444,1.20707,0.224781
4.04444,1.23232,0.240625
4.04444,1.25758,0.257215
4.04444,1.28283,0.274535
4.04444,1.30808,0.292562
4.04444,1.33333,0.311265
4.04444,1.35859,0.330604
4.04444,1.38384,0.350534
4.04444,1.40909,0.370999
4.04444,1.43434,0.391938
4.04444,1.4596,0.413283
4.04444,1.48485,0.434958
4.04444,1.5101,0.456885
